Local time: +3:00 UTC
ProcessId: 8472
(5008) 19:42:22.316  d: SteamAPI_Init() failed
(23696) 19:48:05.320  W: P: failed to allocate result
(23696) 19:48:05.520  W: P: failed to allocate result
(23696) 19:48:05.721  W: P: failed to allocate result
(23696) 19:48:05.922  W: P: failed to allocate result
(23696) 19:48:06.121  W: P: failed to allocate result
(23696) 19:48:06.323  W: P: failed to allocate result
(23696) 19:48:06.523  W: P: failed to allocate result
(23696) 19:48:06.723  W: P: failed to allocate result
(23696) 19:48:06.921  W: P: failed to allocate result
(23696) 19:48:07.120  W: P: failed to allocate result
(23696) 19:48:07.321  W: P: failed to allocate result
(23696) 19:48:07.522  W: P: failed to allocate result
(23696) 19:48:07.720  W: P: failed to allocate result
(23696) 19:48:07.924  W: P: failed to allocate result
(23696) 19:48:08.121  W: P: failed to allocate result
(23696) 19:48:08.320  W: P: failed to allocate result
(23696) 19:48:08.520  W: P: failed to allocate result
(23696) 19:48:08.720  W: P: failed to allocate result
(23696) 19:48:08.920  W: P: failed to allocate result
(23696) 19:48:09.123  W: P: failed to allocate result
(23696) 19:48:09.322  W: P: failed to allocate result
(23696) 19:48:09.522  W: P: failed to allocate result
(23696) 19:48:09.722  W: P: failed to allocate result
(23696) 19:48:09.923  W: P: failed to allocate result
(23696) 19:48:10.122  W: P: failed to allocate result
(23696) 19:48:10.321  W: P: failed to allocate result
(23696) 19:48:10.521  W: P: failed to allocate result
(23696) 19:48:10.722  W: P: failed to allocate result
(23696) 19:48:10.920  W: P: failed to allocate result
(23696) 19:48:11.120  W: P: failed to allocate result
(23696) 19:48:11.319  W: P: failed to allocate result
(23696) 19:48:11.520  W: P: failed to allocate result
(23696) 19:48:11.720  W: P: failed to allocate result
(23696) 19:48:11.922  W: P: failed to allocate result
(23696) 19:48:12.121  W: P: failed to allocate result
(23696) 19:48:12.320  W: P: failed to allocate result
(23696) 19:48:12.521  W: P: failed to allocate result
(23696) 19:48:12.723  W: P: failed to allocate result
(23696) 19:48:12.924  W: P: failed to allocate result
(23696) 19:48:13.122  W: P: failed to allocate result
(23696) 19:48:13.323  W: P: failed to allocate result
(23696) 19:48:13.523  W: P: failed to allocate result
(23696) 19:48:13.721  W: P: failed to allocate result
(23696) 19:48:13.925  W: P: failed to allocate result
(23696) 19:48:14.124  W: P: failed to allocate result
(23696) 19:48:14.323  W: P: failed to allocate result
(23696) 19:48:14.521  W: P: failed to allocate result
(23696) 19:48:14.722  W: P: failed to allocate result
(23696) 19:48:14.922  W: P: failed to allocate result
(23696) 19:48:15.122  W: P: failed to allocate result
(23696) 19:48:15.323  W: P: failed to allocate result
(23696) 19:48:15.521  W: P: failed to allocate result
(5008) 19:48:15.694  m: Virtual Memory Usage: 1547 mb
(23696) 19:48:15.721  W: P: failed to allocate result
(23696) 19:48:15.921  W: P: failed to allocate result
(23696) 19:48:16.122  W: P: failed to allocate result
(23696) 19:48:16.322  W: P: failed to allocate result
(23696) 19:48:16.522  W: P: failed to allocate result
(23696) 19:48:16.722  W: P: failed to allocate result
(23696) 19:48:16.921  W: P: failed to allocate result
(23696) 19:48:17.122  W: P: failed to allocate result
(23696) 19:48:17.321  W: P: failed to allocate result
(23696) 19:48:17.520  W: P: failed to allocate result
(23696) 19:48:17.720  W: P: failed to allocate result
(23696) 19:48:17.921  W: P: failed to allocate result
(23696) 19:48:18.120  W: P: failed to allocate result
(23696) 19:48:18.320  W: P: failed to allocate result
(23696) 19:48:18.520  W: P: failed to allocate result
(23696) 19:48:18.722  W: P: failed to allocate result
(23696) 19:48:18.922  W: P: failed to allocate result
(23696) 19:48:19.124  W: P: failed to allocate result
(23696) 19:48:19.321  W: P: failed to allocate result
(23696) 19:48:19.519  W: P: failed to allocate result
(23696) 19:48:19.720  W: P: failed to allocate result
(23696) 19:48:19.922  W: P: failed to allocate result
(23696) 19:48:20.122  W: P: failed to allocate result
(23696) 19:48:20.321  W: P: failed to allocate result
(23696) 19:48:20.522  W: P: failed to allocate result
(23696) 19:48:20.720  W: P: failed to allocate result
(23696) 19:48:20.922  W: P: failed to allocate result
(23696) 19:48:21.121  W: P: failed to allocate result
(23696) 19:48:21.320  W: P: failed to allocate result
(23696) 19:48:21.521  W: P: failed to allocate result
(23696) 19:48:21.720  W: P: failed to allocate result
(23696) 19:48:21.923  W: P: failed to allocate result
(23696) 19:48:22.122  W: P: failed to allocate result
(23696) 19:48:22.321  W: P: failed to allocate result
(23696) 19:48:22.522  W: P: failed to allocate result
(23696) 19:48:22.723  W: P: failed to allocate result
(23696) 19:48:22.919  W: P: failed to allocate result
(23696) 19:48:23.120  W: P: failed to allocate result
(23696) 19:48:23.321  W: P: failed to allocate result
(23696) 19:48:23.520  W: P: failed to allocate result
(23696) 19:48:23.721  W: P: failed to allocate result
(23696) 19:48:23.920  W: P: failed to allocate result
(23696) 19:48:24.123  W: P: failed to allocate result
(23696) 19:48:24.319  W: P: failed to allocate result
(23696) 19:48:24.522  W: P: failed to allocate result
(23696) 19:48:24.721  W: P: failed to allocate result
(23696) 19:48:24.921  W: P: failed to allocate result
(23696) 19:48:25.121  W: P: failed to allocate result
(23696) 19:48:25.320  W: P: failed to allocate result
(23696) 19:48:25.522  W: P: failed to allocate result
(23696) 19:48:25.722  W: P: failed to allocate result
(23696) 19:48:25.919  W: P: failed to allocate result
(23696) 19:48:26.120  W: P: failed to allocate result
(23696) 19:48:26.321  W: P: failed to allocate result
(23696) 19:48:26.519  W: P: failed to allocate result
(23696) 19:48:26.720  W: P: failed to allocate result
(23696) 19:48:26.924  W: P: failed to allocate result
(23696) 19:48:27.121  W: P: failed to allocate result
(23696) 19:48:27.320  W: P: failed to allocate result
(23696) 19:48:27.521  W: P: failed to allocate result
(23696) 19:48:27.720  W: P: failed to allocate result
(23696) 19:48:27.920  W: P: failed to allocate result
(23696) 19:48:28.119  W: P: failed to allocate result
(23696) 19:48:28.320  W: P: failed to allocate result
(23696) 19:48:28.519  W: P: failed to allocate result
(23696) 19:48:28.721  W: P: failed to allocate result
(23696) 19:48:28.922  W: P: failed to allocate result
(23696) 19:48:29.122  W: P: failed to allocate result
(23696) 19:48:29.321  W: P: failed to allocate result
(23696) 19:48:29.521  W: P: failed to allocate result
(23696) 19:48:29.721  W: P: failed to allocate result
(23696) 19:48:29.922  W: P: failed to allocate result
(23696) 19:48:30.121  W: P: failed to allocate result
(23696) 19:48:30.322  W: P: failed to allocate result
(23696) 19:48:30.522  W: P: failed to allocate result
(23696) 19:48:30.721  W: P: failed to allocate result
(23696) 19:48:30.921  W: P: failed to allocate result
(23696) 19:48:31.120  W: P: failed to allocate result
(23696) 19:48:31.321  W: P: failed to allocate result
(23696) 19:48:31.520  W: P: failed to allocate result
(23696) 19:48:31.719  W: P: failed to allocate result
(23696) 19:48:31.920  W: P: failed to allocate result
(23696) 19:48:32.121  W: P: failed to allocate result
(23696) 19:48:32.321  W: P: failed to allocate result
(23696) 19:48:32.520  W: P: failed to allocate result
(23696) 19:48:32.721  W: P: failed to allocate result
(23696) 19:48:32.920  W: P: failed to allocate result
(23696) 19:48:33.121  W: P: failed to allocate result
(23696) 19:48:33.321  W: P: failed to allocate result
(23696) 19:48:33.520  W: P: failed to allocate result
(23696) 19:48:33.720  W: P: failed to allocate result
(23696) 19:48:33.921  W: P: failed to allocate result
(23696) 19:48:34.122  W: P: failed to allocate result
(23696) 19:48:34.319  W: P: failed to allocate result
(23696) 19:48:34.521  W: P: failed to allocate result
(23696) 19:48:34.720  W: P: failed to allocate result
(23696) 19:48:34.920  W: P: failed to allocate result
(23696) 19:48:35.120  W: P: failed to allocate result
(23696) 19:48:35.323  W: P: failed to allocate result
(23696) 19:48:35.520  W: P: failed to allocate result
(23696) 19:48:35.720  W: P: failed to allocate result
(23696) 19:48:35.922  W: P: failed to allocate result
(23696) 19:48:36.120  W: P: failed to allocate result
(23696) 19:48:36.320  W: P: failed to allocate result
(23696) 19:48:36.520  W: P: failed to allocate result
(23696) 19:48:36.722  W: P: failed to allocate result
(23696) 19:48:36.922  W: P: failed to allocate result
(23696) 19:48:37.123  W: P: failed to allocate result
(23696) 19:48:37.321  W: P: failed to allocate result
(23696) 19:48:37.519  W: P: failed to allocate result
(23696) 19:48:37.720  W: P: failed to allocate result
(23696) 19:48:37.919  W: P: failed to allocate result
(23696) 19:48:38.120  W: P: failed to allocate result
(23696) 19:48:38.319  W: P: failed to allocate result
(23696) 19:48:38.520  W: P: failed to allocate result
(23696) 19:48:38.720  W: P: failed to allocate result
(23696) 19:48:38.919  W: P: failed to allocate result
(23696) 19:48:39.121  W: P: failed to allocate result
(23696) 19:48:39.320  W: P: failed to allocate result
(23696) 19:48:39.520  W: P: failed to allocate result
(23696) 19:48:39.721  W: P: failed to allocate result
(23696) 19:48:39.923  W: P: failed to allocate result
(23696) 19:48:40.121  W: P: failed to allocate result
(23696) 19:48:40.320  W: P: failed to allocate result
(23696) 19:48:40.521  W: P: failed to allocate result
(23696) 19:48:40.719  W: P: failed to allocate result
(23696) 19:48:40.922  W: P: failed to allocate result
(23696) 19:48:41.120  W: P: failed to allocate result
(23696) 19:48:41.320  W: P: failed to allocate result
(23696) 19:48:41.521  W: P: failed to allocate result
(23696) 19:48:41.722  W: P: failed to allocate result
(23696) 19:48:41.920  W: P: failed to allocate result
(23696) 19:48:42.120  W: P: failed to allocate result
(23696) 19:48:42.320  W: P: failed to allocate result
(23696) 19:48:42.521  W: P: failed to allocate result
(23696) 19:48:42.720  W: P: failed to allocate result
(23696) 19:48:42.921  W: P: failed to allocate result
(23696) 19:48:43.121  W: P: failed to allocate result
(23696) 19:48:43.321  W: P: failed to allocate result
(23696) 19:48:43.520  W: P: failed to allocate result
(23696) 19:48:43.720  W: P: failed to allocate result
(23696) 19:48:43.922  W: P: failed to allocate result
(23696) 19:48:44.123  W: P: failed to allocate result
(5008) 19:48:44.321  d: AltTabChecker: acquire focus
(23696) 19:48:44.327  W: P: failed to allocate result
(23696) 19:48:44.520  W: P: failed to allocate result
(23696) 19:48:44.720  W: P: failed to allocate result
(23696) 19:48:44.919  W: P: failed to allocate result
(23696) 19:48:45.121  W: P: failed to allocate result
(23696) 19:48:45.320  W: P: failed to allocate result
(23696) 19:48:45.520  W: P: failed to allocate result
(5008) 19:48:45.695  m: Virtual Memory Usage: 1547 mb
(23696) 19:48:45.721  W: P: failed to allocate result
(23696) 19:48:45.920  W: P: failed to allocate result
(23696) 19:48:46.120  W: P: failed to allocate result
(23696) 19:48:46.320  W: P: failed to allocate result
(23696) 19:48:46.519  W: P: failed to allocate result
(23696) 19:48:46.720  W: P: failed to allocate result
(23696) 19:48:46.921  W: P: failed to allocate result
(5008) 19:48:47.070  d: Re-acquiring input device 'Мышь'...
(5008) 19:48:47.070  d: Re-acquiring input device 'Клавиатура'...
(5008) 19:48:47.084  d: AltTabChecker: lost focus
(23696) 19:48:47.145  W: P: failed to allocate result
(23696) 19:48:47.355  W: P: failed to allocate result
(23696) 19:48:47.536  W: P: failed to allocate result
(23696) 19:48:47.722  W: P: failed to allocate result
(23696) 19:48:47.903  W: P: failed to allocate result
(23696) 19:48:48.106  W: P: failed to allocate result
(23696) 19:48:48.305  W: P: failed to allocate result
(23696) 19:48:48.505  W: P: failed to allocate result
(23696) 19:48:48.705  W: P: failed to allocate result
(23696) 19:48:48.905  W: P: failed to allocate result
(23696) 19:48:49.105  W: P: failed to allocate result
(23696) 19:48:49.307  W: P: failed to allocate result
(23696) 19:48:49.507  W: P: failed to allocate result
(23696) 19:48:49.705  W: P: failed to allocate result
(23696) 19:48:49.908  W: P: failed to allocate result
(23696) 19:48:50.108  W: P: failed to allocate result
(23696) 19:48:50.305  W: P: failed to allocate result
(23696) 19:48:50.505  W: P: failed to allocate result
(23696) 19:48:50.704  W: P: failed to allocate result
(23696) 19:48:50.904  W: P: failed to allocate result
(23696) 19:48:51.104  W: P: failed to allocate result
(23696) 19:48:51.305  W: P: failed to allocate result
(23696) 19:48:51.507  W: P: failed to allocate result
(23696) 19:48:51.705  W: P: failed to allocate result
(23696) 19:48:51.905  W: P: failed to allocate result
(23696) 19:48:52.106  W: P: failed to allocate result
(23696) 19:48:52.304  W: P: failed to allocate result
(23696) 19:48:52.506  W: P: failed to allocate result
(23696) 19:48:52.705  W: P: failed to allocate result
(23696) 19:48:52.904  W: P: failed to allocate result
(23696) 19:48:53.107  W: P: failed to allocate result
(23696) 19:48:53.307  W: P: failed to allocate result
(23696) 19:48:53.508  W: P: failed to allocate result
(23696) 19:48:53.709  W: P: failed to allocate result
(23696) 19:48:53.907  W: P: failed to allocate result
(23696) 19:48:54.107  W: P: failed to allocate result
(23696) 19:48:54.307  W: P: failed to allocate result
(23696) 19:48:54.507  W: P: failed to allocate result
(23696) 19:48:54.707  W: P: failed to allocate result
(23696) 19:48:54.907  W: P: failed to allocate result
(23696) 19:48:55.107  W: P: failed to allocate result
(23696) 19:48:55.307  W: P: failed to allocate result
(23696) 19:48:55.507  W: P: failed to allocate result
(23696) 19:48:55.706  W: P: failed to allocate result
(23696) 19:48:55.907  W: P: failed to allocate result
(23696) 19:48:56.105  W: P: failed to allocate result
(23696) 19:48:56.306  W: P: failed to allocate result
(23696) 19:48:56.507  W: P: failed to allocate result
(23696) 19:48:56.707  W: P: failed to allocate result
(23696) 19:48:56.907  W: P: failed to allocate result
(23696) 19:48:57.106  W: P: failed to allocate result
(23696) 19:48:57.305  W: P: failed to allocate result
(23696) 19:48:57.505  W: P: failed to allocate result
(23696) 19:48:57.705  W: P: failed to allocate result
(23696) 19:48:57.904  W: P: failed to allocate result
(23696) 19:48:58.105  W: P: failed to allocate result
(23696) 19:48:58.305  W: P: failed to allocate result
(23696) 19:48:58.505  W: P: failed to allocate result
(23696) 19:48:58.705  W: P: failed to allocate result
(23696) 19:48:58.905  W: P: failed to allocate result
(23696) 19:48:59.105  W: P: failed to allocate result
(23696) 19:48:59.306  W: P: failed to allocate result
(23696) 19:48:59.506  W: P: failed to allocate result
(23696) 19:48:59.706  W: P: failed to allocate result
(23696) 19:48:59.906  W: P: failed to allocate result
(23696) 19:49:00.107  W: P: failed to allocate result
(23696) 19:49:00.305  W: P: failed to allocate result
(23696) 19:49:00.506  W: P: failed to allocate result
(23696) 19:49:00.706  W: P: failed to allocate result
(23696) 19:49:00.906  W: P: failed to allocate result
(23696) 19:49:01.107  W: P: failed to allocate result
(23696) 19:49:01.307  W: P: failed to allocate result
(23696) 19:49:01.509  W: P: failed to allocate result
(23696) 19:49:01.707  W: P: failed to allocate result
(23696) 19:49:01.907  W: P: failed to allocate result
(23696) 19:49:02.107  W: P: failed to allocate result
(23696) 19:49:02.307  W: P: failed to allocate result
(23696) 19:49:02.507  W: P: failed to allocate result
(23696) 19:49:02.706  W: P: failed to allocate result
(23696) 19:49:02.905  W: P: failed to allocate result
(23696) 19:49:03.106  W: P: failed to allocate result
(23696) 19:49:03.305  W: P: failed to allocate result
(23696) 19:49:03.505  W: P: failed to allocate result
(23696) 19:49:03.704  W: P: failed to allocate result
(23696) 19:49:03.905  W: P: failed to allocate result
(23696) 19:49:04.105  W: P: failed to allocate result
(23696) 19:49:04.305  W: P: failed to allocate result
(23696) 19:49:04.506  W: P: failed to allocate result
(23696) 19:49:04.706  W: P: failed to allocate result
(23696) 19:49:04.905  W: P: failed to allocate result
(23696) 19:49:05.106  W: P: failed to allocate result
(23696) 19:49:05.305  W: P: failed to allocate result
(23696) 19:49:05.505  W: P: failed to allocate result
(23696) 19:49:05.707  W: P: failed to allocate result
(23696) 19:49:05.906  W: P: failed to allocate result
(23696) 19:49:06.107  W: P: failed to allocate result
(23696) 19:49:06.308  W: P: failed to allocate result
(23696) 19:49:06.506  W: P: failed to allocate result
(23696) 19:49:06.705  W: P: failed to allocate result
(23696) 19:49:06.905  W: P: failed to allocate result
(23696) 19:49:07.105  W: P: failed to allocate result
(23696) 19:49:07.306  W: P: failed to allocate result
(23696) 19:49:07.506  W: P: failed to allocate result
(23696) 19:49:07.705  W: P: failed to allocate result
(23696) 19:49:07.904  W: P: failed to allocate result
(23696) 19:49:08.104  W: P: failed to allocate result
(23696) 19:49:08.305  W: P: failed to allocate result
(23696) 19:49:08.507  W: P: failed to allocate result
(23696) 19:49:08.704  W: P: failed to allocate result
(23696) 19:49:08.905  W: P: failed to allocate result
(23696) 19:49:09.104  W: P: failed to allocate result
(23696) 19:49:09.305  W: P: failed to allocate result
(23696) 19:49:09.505  W: P: failed to allocate result
(23696) 19:49:09.705  W: P: failed to allocate result
(23696) 19:49:09.906  W: P: failed to allocate result
(23696) 19:49:10.106  W: P: failed to allocate result
(23696) 19:49:10.306  W: P: failed to allocate result
(23696) 19:49:10.507  W: P: failed to allocate result
(23696) 19:49:10.707  W: P: failed to allocate result
(23696) 19:49:10.905  W: P: failed to allocate result
(23696) 19:49:11.106  W: P: failed to allocate result
(23696) 19:49:11.307  W: P: failed to allocate result
(23696) 19:49:11.506  W: P: failed to allocate result
(23696) 19:49:11.706  W: P: failed to allocate result
(23696) 19:49:11.906  W: P: failed to allocate result
(23696) 19:49:12.106  W: P: failed to allocate result
(23696) 19:49:12.306  W: P: failed to allocate result
(23696) 19:49:12.507  W: P: failed to allocate result
(23696) 19:49:12.707  W: P: failed to allocate result
(23696) 19:49:12.907  W: P: failed to allocate result
(23696) 19:49:13.107  W: P: failed to allocate result
(23696) 19:49:13.306  W: P: failed to allocate result
(23696) 19:49:13.505  W: P: failed to allocate result
(23696) 19:49:13.706  W: P: failed to allocate result
(23696) 19:49:13.905  W: P: failed to allocate result
(23696) 19:49:14.106  W: P: failed to allocate result
(23696) 19:49:14.306  W: P: failed to allocate result
(23696) 19:49:14.506  W: P: failed to allocate result
(23696) 19:49:14.707  W: P: failed to allocate result
(23696) 19:49:14.906  W: P: failed to allocate result
(23696) 19:49:15.106  W: P: failed to allocate result
(23696) 19:49:15.307  W: P: failed to allocate result
(23696) 19:49:15.506  W: P: failed to allocate result
(5008) 19:49:15.697  m: Virtual Memory Usage: 1547 mb
(23696) 19:49:15.706  W: P: failed to allocate result
(23696) 19:49:15.906  W: P: failed to allocate result
(23696) 19:49:16.107  W: P: failed to allocate result
(23696) 19:49:16.309  W: P: failed to allocate result
(23696) 19:49:16.510  W: P: failed to allocate result
(23696) 19:49:16.708  W: P: failed to allocate result
(23696) 19:49:16.908  W: P: failed to allocate result
(23696) 19:49:17.105  W: P: failed to allocate result
(23696) 19:49:17.306  W: P: failed to allocate result
(23696) 19:49:17.506  W: P: failed to allocate result
(23696) 19:49:17.706  W: P: failed to allocate result
(23696) 19:49:17.905  W: P: failed to allocate result
(23696) 19:49:18.105  W: P: failed to allocate result
(23696) 19:49:18.306  W: P: failed to allocate result
(23696) 19:49:18.491  W: P: failed to allocate result
(23696) 19:49:18.706  W: P: failed to allocate result
(23696) 19:49:18.906  W: P: failed to allocate result
(23696) 19:49:19.105  W: P: failed to allocate result
(23696) 19:49:19.307  W: P: failed to allocate result
(23696) 19:49:19.492  W: P: failed to allocate result
(23696) 19:49:19.689  W: P: failed to allocate result
(23696) 19:49:19.889  W: P: failed to allocate result
(23696) 19:49:20.092  W: P: failed to allocate result
(23696) 19:49:20.291  W: P: failed to allocate result
(23696) 19:49:20.492  W: P: failed to allocate result
(23696) 19:49:20.691  W: P: failed to allocate result
(23696) 19:49:20.890  W: P: failed to allocate result
(23696) 19:49:21.091  W: P: failed to allocate result
(23696) 19:49:21.291  W: P: failed to allocate result
(23696) 19:49:21.494  W: P: failed to allocate result
(23696) 19:49:21.692  W: P: failed to allocate result
(23696) 19:49:21.890  W: P: failed to allocate result
(23696) 19:49:22.091  W: P: failed to allocate result
(23696) 19:49:22.291  W: P: failed to allocate result
(23696) 19:49:22.490  W: P: failed to allocate result
(23696) 19:49:22.689  W: P: failed to allocate result
(23696) 19:49:22.889  W: P: failed to allocate result
(23696) 19:49:23.089  W: P: failed to allocate result
(23696) 19:49:23.289  W: P: failed to allocate result
(23696) 19:49:23.489  W: P: failed to allocate result
(23696) 19:49:23.688  W: P: failed to allocate result
(23696) 19:49:23.890  W: P: failed to allocate result
(23696) 19:49:24.092  W: P: failed to allocate result
(23696) 19:49:24.291  W: P: failed to allocate result
(23696) 19:49:24.492  W: P: failed to allocate result
(23696) 19:49:24.693  W: P: failed to allocate result
(23696) 19:49:24.891  W: P: failed to allocate result
(23696) 19:49:25.091  W: P: failed to allocate result
(23696) 19:49:25.290  W: P: failed to allocate result
(23696) 19:49:25.491  W: P: failed to allocate result
(23696) 19:49:25.691  W: P: failed to allocate result
(23696) 19:49:25.890  W: P: failed to allocate result
(23696) 19:49:26.090  W: P: failed to allocate result
(23696) 19:49:26.289  W: P: failed to allocate result
(23696) 19:49:26.489  W: P: failed to allocate result
(23696) 19:49:26.688  W: P: failed to allocate result
(23696) 19:49:26.889  W: P: failed to allocate result
(23696) 19:49:27.089  W: P: failed to allocate result
(23696) 19:49:27.288  W: P: failed to allocate result
(23696) 19:49:27.489  W: P: failed to allocate result
(23696) 19:49:27.690  W: P: failed to allocate result
(23696) 19:49:27.888  W: P: failed to allocate result
(23696) 19:49:28.090  W: P: failed to allocate result
(23696) 19:49:28.289  W: P: failed to allocate result
(23696) 19:49:28.490  W: P: failed to allocate result
(23696) 19:49:28.689  W: P: failed to allocate result
(23696) 19:49:28.890  W: P: failed to allocate result
(23696) 19:49:29.090  W: P: failed to allocate result
(23696) 19:49:29.290  W: P: failed to allocate result
(23696) 19:49:29.491  W: P: failed to allocate result
(23696) 19:49:29.692  W: P: failed to allocate result
(23696) 19:49:29.891  W: P: failed to allocate result
(23696) 19:49:30.089  W: P: failed to allocate result
(23696) 19:49:30.289  W: P: failed to allocate result
(23696) 19:49:30.489  W: P: failed to allocate result
(23696) 19:49:30.688  W: P: failed to allocate result
(23696) 19:49:30.890  W: P: failed to allocate result
(23696) 19:49:31.089  W: P: failed to allocate result
(23696) 19:49:31.289  W: P: failed to allocate result
(23696) 19:49:31.488  W: P: failed to allocate result
(23696) 19:49:31.690  W: P: failed to allocate result
(23696) 19:49:31.889  W: P: failed to allocate result
(23696) 19:49:32.090  W: P: failed to allocate result
(23696) 19:49:32.291  W: P: failed to allocate result
(23696) 19:49:32.489  W: P: failed to allocate result
(23696) 19:49:32.690  W: P: failed to allocate result
(23696) 19:49:32.890  W: P: failed to allocate result
(23696) 19:49:33.090  W: P: failed to allocate result
(23696) 19:49:33.290  W: P: failed to allocate result
(23696) 19:49:33.489  W: P: failed to allocate result
(23696) 19:49:33.690  W: P: failed to allocate result
(23696) 19:49:33.890  W: P: failed to allocate result
(23696) 19:49:34.091  W: P: failed to allocate result
(23696) 19:49:34.291  W: P: failed to allocate result
(23696) 19:49:34.493  W: P: failed to allocate result
(23696) 19:49:34.690  W: P: failed to allocate result
(23696) 19:49:34.891  W: P: failed to allocate result
(23696) 19:49:35.092  W: P: failed to allocate result
(23696) 19:49:35.291  W: P: failed to allocate result
(23696) 19:49:35.492  W: P: failed to allocate result
(23696) 19:49:35.689  W: P: failed to allocate result
(23696) 19:49:35.889  W: P: failed to allocate result
(23696) 19:49:36.090  W: P: failed to allocate result
(23696) 19:49:36.290  W: P: failed to allocate result
(23696) 19:49:36.489  W: P: failed to allocate result
(23696) 19:49:36.690  W: P: failed to allocate result
(23696) 19:49:36.888  W: P: failed to allocate result
(23696) 19:49:37.088  W: P: failed to allocate result
(23696) 19:49:37.289  W: P: failed to allocate result
(23696) 19:49:37.489  W: P: failed to allocate result
(23696) 19:49:37.689  W: P: failed to allocate result
(23696) 19:49:37.890  W: P: failed to allocate result
(23696) 19:49:38.090  W: P: failed to allocate result
(23696) 19:49:38.290  W: P: failed to allocate result
(23696) 19:49:38.492  W: P: failed to allocate result
(23696) 19:49:38.690  W: P: failed to allocate result
(23696) 19:49:38.889  W: P: failed to allocate result
(23696) 19:49:39.089  W: P: failed to allocate result
(23696) 19:49:39.289  W: P: failed to allocate result
(23696) 19:49:39.488  W: P: failed to allocate result
(23696) 19:49:39.689  W: P: failed to allocate result
(23696) 19:49:39.889  W: P: failed to allocate result
(23696) 19:49:40.088  W: P: failed to allocate result
(23696) 19:49:40.289  W: P: failed to allocate result
(23696) 19:49:40.490  W: P: failed to allocate result
(23696) 19:49:40.689  W: P: failed to allocate result
(23696) 19:49:40.890  W: P: failed to allocate result
(23696) 19:49:41.093  W: P: failed to allocate result
(23696) 19:49:41.291  W: P: failed to allocate result
(23696) 19:49:41.489  W: P: failed to allocate result
(23696) 19:49:41.690  W: P: failed to allocate result
(23696) 19:49:41.890  W: P: failed to allocate result
(23696) 19:49:42.089  W: P: failed to allocate result
(23696) 19:49:42.290  W: P: failed to allocate result
(23696) 19:49:42.489  W: P: failed to allocate result
(23696) 19:49:42.689  W: P: failed to allocate result
(23696) 19:49:42.889  W: P: failed to allocate result
(23696) 19:49:43.091  W: P: failed to allocate result
(23696) 19:49:43.293  W: P: failed to allocate result
(23696) 19:49:43.494  W: P: failed to allocate result
(23696) 19:49:43.691  W: P: failed to allocate result
(23696) 19:49:43.892  W: P: failed to allocate result
(23696) 19:49:44.091  W: P: failed to allocate result
(23696) 19:49:44.290  W: P: failed to allocate result
(23696) 19:49:44.490  W: P: failed to allocate result
(23696) 19:49:44.691  W: P: failed to allocate result
(23696) 19:49:44.889  W: P: failed to allocate result
(23696) 19:49:45.091  W: P: failed to allocate result
(23696) 19:49:45.290  W: P: failed to allocate result
(23696) 19:49:45.490  W: P: failed to allocate result
(23696) 19:49:45.691  W: P: failed to allocate result
(5008) 19:49:45.698  m: Virtual Memory Usage: 1549 mb
(23696) 19:49:45.890  W: P: failed to allocate result
(23696) 19:49:46.090  W: P: failed to allocate result
(23696) 19:49:46.290  W: P: failed to allocate result
(23696) 19:49:46.490  W: P: failed to allocate result
(23696) 19:49:46.690  W: P: failed to allocate result
(23696) 19:49:46.890  W: P: failed to allocate result
(23696) 19:49:47.111  W: P: failed to allocate result
(23696) 19:49:47.297  W: P: failed to allocate result
(23696) 19:49:47.493  W: P: failed to allocate result
(23696) 19:49:47.696  W: P: failed to allocate result
(23696) 19:49:47.878  W: P: failed to allocate result
(23696) 19:49:48.091  W: P: failed to allocate result
(23696) 19:49:48.476  W: P: failed to allocate result
(23696) 19:49:48.478  W: P: failed to allocate result
(23696) 19:49:48.677  W: P: failed to allocate result
(23696) 19:49:48.879  W: P: failed to allocate result
(23696) 19:49:49.075  W: P: failed to allocate result
(23696) 19:49:49.291  W: P: failed to allocate result
(23696) 19:49:49.494  W: P: failed to allocate result
(23696) 19:49:49.690  W: P: failed to allocate result
(23696) 19:49:49.890  W: P: failed to allocate result
(23696) 19:49:50.099  W: P: failed to allocate result
(23696) 19:49:50.292  W: P: failed to allocate result
(23696) 19:49:50.492  W: P: failed to allocate result
(23696) 19:49:50.692  W: P: failed to allocate result
(23696) 19:49:50.892  W: P: failed to allocate result
(23696) 19:49:51.093  W: P: failed to allocate result
(23696) 19:49:51.293  W: P: failed to allocate result
(5008) 19:49:52.081  d: Pump messages lag
(5008) 19:49:52.093  d: AltTabChecker: acquire focus
(23696) 19:49:52.177  W: P: failed to allocate result
(23696) 19:49:52.377  W: P: failed to allocate result
(23696) 19:49:52.558  W: P: failed to allocate result
(23696) 19:49:52.760  W: P: failed to allocate result
(23696) 19:49:52.959  W: P: failed to allocate result
(23696) 19:49:53.159  W: P: failed to allocate result
(23696) 19:49:53.358  W: P: failed to allocate result
(23696) 19:49:53.558  W: P: failed to allocate result
(23696) 19:49:53.760  W: P: failed to allocate result
(23696) 19:49:53.959  W: P: failed to allocate result
(5008) 19:49:54.108  d: Re-acquiring input device 'Мышь'...
(5008) 19:49:54.108  d: Re-acquiring input device 'Клавиатура'...
(5008) 19:49:54.123  d: AltTabChecker: lost focus
